,0,1,2,3,4,5,6,7,8,9,accuracy,macro avg,weighted avg
precision,0.35900962861072905,0.3836477987421384,0.2948717948717949,0.4108527131782946,0.4092664092664093,0.33569739952718675,0.40657439446366783,0.42091152815013405,0.44110275689223055,0.414,0.38427734375,0.38759344237025856,0.38719140813985486
recall,0.6319612590799032,0.3185378590078329,0.26558891454965355,0.1315136476426799,0.24708624708624707,0.35148514851485146,0.5745721271393643,0.3866995073891626,0.4230769230769231,0.5175,0.38427734375,0.38480216334866174,0.38427734375
f1-score,0.4578947368421053,0.348074179743224,0.27946537059538273,0.1992481203007519,0.3081395348837209,0.343409915356711,0.4761904761904762,0.40308087291399225,0.4319018404907975,0.4599999999999999,0.38427734375,0.3707405047317162,0.370298292525594
support,413.0,383.0,433.0,403.0,429.0,404.0,409.0,406.0,416.0,400.0,0.38427734375,4096.0,4096.0
